time,symbol,size,price,seq,bid,ask,bsize,asize,is_nbbo
48955,AAOI,0.66,-0.93,-1.62,1.04,0.43,-0.05,-2.6,true
48957,AAOI,1.94,-0.33,-1.62,1.04,0.43,-0.05,-2.6,true
49130,AAOI,0.52,1.19,0.15,0.31,0.19,-0.72,0.74,true
49152,AAOI,0.68,-0.46,0.87,-0.69,-1.42,-1.56,-0.91,false
49158,AAOI,0.17,-0.32,0.87,-0.69,-1.42,-1.56,-0.91,false
49183,AAOI,1.83,0.68,0.83,0.32,1.26,-1.05,-0.41,false
49218,AAOI,-1.36,-0.74,0.49,0.1,1.92,0.56,1.38,false
49285,AAOI,1.0,-1.3,-0.75,0.12,1.43,0.27,0.24,true
49291,AAOI,0.37,0.5,-0.75,0.12,1.43,0.27,0.24,true
49318,AAOI,1.39,0.57,1.34,0.39,1.41,0.02,1.3,true
49449,AAOI,0.17,-0.32,1.34,0.39,1.41,0.02,1.3,true
49507,AAOI,-0.06,0.57,0.17,-0.86,-1.17,-0.58,-0.09,false
49562,AAOI,-0.25,1.09,0.17,-0.86,-1.17,-0.58,-0.09,false
49599,AAOI,0.58,-0.04,0.44,-0.39,0.11,0.0,-0.11,true
49603,AAOI,0.42,0.15,0.44,-0.39,0.11,0.0,-0.11,true
49696,AAOI,-0.58,0.69,0.44,-0.39,0.11,0.0,-0.11,true
49809,AAOI,0.25,0.08,0.71,0.59,1.96,1.75,-0.8,true
49846,AAOI,0.5,-1.63,0.71,0.59,1.96,1.75,-0.8,true
49947,AAOI,-2.22,-0.27,0.71,0.59,1.96,1.75,-0.8,true
49965,AAOI,-1.34,-0.07,0.71,0.59,1.96,1.75,-0.8,true
50126,AAOI,0.66,0.55,0.71,0.59,1.96,1.75,-0.8,true
50170,AAOI,0.28,1.12,1.0,-0.05,1.73,0.6,0.07,true
50186,AAOI,-0.73,0.86,1.0,-0.05,1.73,0.6,0.07,true
50257,AAOI,-0.04,1.35,-0.59,-1.19,0.42,-0.84,-0.3,false
50270,AAOI,1.02,-0.18,-0.59,-1.19,0.42,-0.84,-0.3,false
50311,AAOI,0.97,1.4,-0.59,-1.19,0.42,-0.84,-0.3,false
50357,AAOI,1.09,0.5,-0.59,-1.19,0.42,-0.84,-0.3,false
50495,AAOI,0.53,0.22,-0.59,-1.19,0.42,-0.84,-0.3,false
50499,AAOI,-0.12,-2.15,-0.35,1.34,-1.28,0.8,1.0,true
50595,AAOI,-0.88,0.97,-0.35,1.34,-1.28,0.8,1.0,true
50641,AAOI,0.85,-0.91,-0.69,-0.03,2.02,-0.39,-1.01,false
50711,AAOI,-1.64,0.55,0.44,0.62,-0.45,1.36,0.86,true
50799,AAOI,1.4,-0.23,-1.29,-0.27,0.86,1.23,-1.31,true
50833,AAOI,2.27,-0.07,-1.29,-0.27,0.86,1.23,-1.31,true
50866,AAOI,0.39,-0.05,-0.38,-0.71,0.0,-0.26,0.67,true
50934,AAOI,-0.46,-0.17,-0.64,0.49,0.69,-0.46,-0.53,true
51087,AAOI,1.32,0.23,-0.55,0.59,-0.37,-0.29,-0.44,false
51451,AAOI,-1.25,-0.28,-1.74,0.04,-0.02,1.02,0.08,false
51457,AAOI,-0.21,0.53,-1.74,0.04,-0.02,1.02,0.08,false
51633,AAOI,-0.55,-1.87,-0.92,-0.38,1.22,0.58,-0.83,false
51725,AAOI,-0.07,-1.44,1.28,0.34,0.12,1.02,0.0,true
51732,AAOI,-1.04,0.38,1.28,0.34,0.12,1.02,0.0,true
51856,AAOI,-0.6,-0.12,-0.03,-0.24,-0.66,-0.03,0.26,true
51929,AAOI,0.55,0.26,-0.03,-0.24,-0.66,-0.03,0.26,true
51983,AAOI,-1.09,0.47,-1.99,-0.25,0.6,-0.63,0.45,true
51986,AAOI,0.11,1.61,-1.99,-0.25,0.6,-0.63,0.45,true
52017,AAOI,-1.92,0.99,-1.65,-0.45,-1.21,-0.78,1.13,true
52077,AAOI,1.84,-0.75,-1.65,-0.45,-1.21,-0.78,1.13,true
52143,AAOI,-0.14,0.7,-1.65,-0.45,-1.21,-0.78,1.13,true
52148,AAOI,0.39,0.06,-1.65,-0.45,-1.21,-0.78,1.13,true
52273,AAOI,-1.25,0.64,1.29,-0.88,-1.29,0.24,-0.02,true
52275,AAOI,-0.66,-0.43,1.29,-0.88,-1.29,0.24,-0.02,true
52401,AAOI,0.37,0.27,1.29,-0.88,-1.29,0.24,-0.02,true
52439,AAOI,0.57,-3.22,1.29,-0.88,-1.29,0.24,-0.02,true
52528,AAOI,-1.26,0.22,1.29,-0.88,-1.29,0.24,-0.02,true
52679,AAOI,0.28,0.33,-1.01,-0.56,-0.47,0.34,1.62,true
52863,AAOI,1.2,1.1,-1.01,-0.56,-0.47,0.34,1.62,true
52901,AAOI,0.65,0.08,-1.01,-0.56,-0.47,0.34,1.62,true
52952,AAOI,-0.59,-0.18,-1.01,-0.56,-0.47,0.34,1.62,true
52961,AAOI,-0.74,-1.38,-1.01,-0.56,-0.47,0.34,1.62,true
53033,AAOI,0.25,0.28,0.14,1.24,-0.98,1.18,-0.88,true
53040,AAOI,1.62,1.1,0.14,1.24,-0.98,1.18,-0.88,true
53061,AAOI,-0.97,0.46,-0.57,0.25,0.34,0.04,0.45,false
53066,AAOI,-0.43,1.74,-0.2,0.97,0.5,0.23,-0.64,true
53170,AAOI,-2.11,-0.09,-0.06,0.04,0.83,-0.31,0.23,false
53176,AAOI,0.04,-1.11,-0.06,0.04,0.83,-0.31,0.23,false
53274,AAOI,0.9,0.52,-0.23,0.5,-1.09,-0.77,0.15,false
53377,AAOI,1.14,1.39,-0.43,0.02,0.3,1.04,1.35,false
53524,AAOI,-2.29,0.64,0.4,1.02,-1.05,0.75,-0.81,false
53558,AAOI,0.6,-1.1,0.4,1.02,-1.05,0.75,-0.81,false
53606,AAOI,-0.41,0.88,0.4,1.02,-1.05,0.75,-0.81,false
53695,AAOI,-0.27,0.82,0.4,1.02,-1.05,0.75,-0.81,false
53727,AAOI,-0.43,-1.76,-0.58,0.52,-0.13,0.65,0.64,true
53772,AAOI,-0.07,-2.16,-1.08,-0.57,0.09,-0.79,0.47,false
53891,AAOI,0.88,0.36,1.01,-1.51,-0.09,1.04,0.43,true
53954,AAOI,-0.01,-0.2,-1.59,-0.18,-0.24,1.81,0.46,false
54100,AAOI,2.35,0.22,0.78,-1.39,-0.2,1.01,-0.77,false
54213,AAOI,-0.06,1.29,0.8,-1.19,-0.62,-0.66,1.06,false
54401,AAOI,0.83,-1.16,-1.44,0.92,-0.13,0.22,-0.03,true
54437,AAOI,-1.43,-1.01,-1.44,0.92,-0.13,0.22,-0.03,true
54837,AAOI,0.51,1.44,1.04,0.02,-0.14,-0.69,-1.68,true
55025,AAOI,0.54,1.13,1.04,0.02,-0.14,-0.69,-1.68,true
55058,AAOI,0.55,-1.37,1.04,0.02,-0.14,-0.69,-1.68,true
55295,AAOI,-0.91,-1.13,0.43,0.34,0.99,-0.4,-1.44,true
55404,AAOI,0.91,0.42,-0.13,0.82,-0.67,0.68,-0.19,true
55583,AAOI,0.45,0.15,-1.41,0.62,-0.05,0.74,-0.54,false
55617,AAOI,-0.15,-0.5,-1.41,0.62,-0.05,0.74,-0.54,false
55682,AAOI,0.38,-0.36,-1.41,0.62,-0.05,0.74,-0.54,false
55700,AAOI,-0.58,-1.17,-1.41,0.62,-0.05,0.74,-0.54,false
55708,AAOI,0.34,1.04,-1.41,0.62,-0.05,0.74,-0.54,false
55719,AAOI,-1.91,-0.32,-1.41,0.62,-0.05,0.74,-0.54,false
55900,AAOI,0.14,-0.13,1.15,0.15,0.88,-1.09,0.8,false
55972,AAOI,1.22,0.41,1.15,0.15,0.88,-1.09,0.8,false
56013,AAOI,-0.5,-0.06,1.15,0.15,0.88,-1.09,0.8,false
56050,AAOI,1.31,0.7,1.15,0.15,0.88,-1.09,0.8,false
56114,AAOI,-1.04,-0.13,1.15,0.15,0.88,-1.09,0.8,false
56114,AAOI,0.04,-0.69,1.15,0.15,0.88,-1.09,0.8,false
56163,AAOI,0.53,0.22,0.5,0.67,-0.39,-1.71,-1.23,true
56195,AAOI,2.03,-1.44,-2.68,1.32,-0.89,-0.29,-0.66,true
56214,AAOI,-1.83,-1.36,-2.68,1.32,-0.89,-0.29,-0.66,true
56488,AAOI,-0.78,-0.66,-1.17,-0.27,0.68,1.0,-0.73,false
56747,AAOI,1.58,2.02,0.74,0.03,-1.06,-2.25,1.12,false
56869,AAOI,-1.36,-1.36,0.18,-0.53,-0.58,-0.16,1.0,false
56907,AAOI,0.27,0.95,0.96,-0.96,0.28,1.06,-1.12,false
56932,AAOI,0.06,0.24,-0.01,-0.46,1.12,0.72,0.5,true
56940,AAOI,-1.64,1.59,-0.01,-0.46,1.12,0.72,0.5,true
57212,AAOI,0.34,0.29,-1.06,-0.12,0.11,-1.59,-2.21,true
57219,AAOI,2.29,0.8,-1.06,-0.12,0.11,-1.59,-2.21,true
57261,AAOI,0.55,-0.12,0.93,0.48,2.11,-0.3,-0.76,false
57283,AAOI,1.77,-0.55,0.93,0.48,2.11,-0.3,-0.76,false
57298,AAOI,-0.17,0.25,-0.09,1.61,0.2,0.97,-0.08,true
57401,AAOI,-0.49,0.49,-1.29,0.29,0.82,-1.27,1.02,false
57471,AAOI,0.47,-1.85,0.05,-0.37,-0.61,1.5,0.74,true
57565,AAOI,0.31,-0.16,0.27,-0.3,-0.85,-0.41,1.03,true
57623,AAOI,2.34,0.55,-0.5,0.81,0.81,-0.81,-0.51,true
57668,AAOI,-2.53,0.71,-1.28,0.9,-1.49,1.46,-0.25,false
57916,AAOI,-0.3,0.22,-1.09,1.25,1.16,-0.18,-0.99,false
57949,AAOI,0.27,-1.54,-1.09,1.25,1.16,-0.18,-0.99,false
58034,AAOI,-0.59,1.58,0.25,-0.85,-1.45,1.48,-1.15,false
58047,AAOI,0.34,-0.37,0.25,-0.85,-1.45,1.48,-1.15,false
58080,AAOI,0.95,0.07,0.06,0.5,-0.68,-0.13,-0.52,true
58165,AAOI,2.18,-2.01,0.06,0.5,-0.68,-0.13,-0.52,true
58191,AAOI,0.83,-1.07,-1.35,-1.86,1.15,0.31,0.1,true
58238,AAOI,1.48,-0.33,-1.35,-1.86,1.15,0.31,0.1,true
58270,AAOI,-0.76,0.13,-1.45,0.0,-0.84,1.32,-1.32,true
58313,AAOI,0.01,-0.73,-0.73,1.53,0.3,-0.85,-0.68,false
58408,AAOI,-1.06,-0.23,2.04,-0.48,-2.88,-0.26,-0.09,false
58427,AAOI,-1.91,0.29,2.04,-0.48,-2.88,-0.26,-0.09,false
58446,AAOI,0.42,0.48,2.04,-0.48,-2.88,-0.26,-0.09,false
58498,AAOI,1.33,1.13,-2.29,0.45,-1.86,-1.87,0.63,true
58498,AAOI,-0.8,-1.0,-2.29,0.45,-1.86,-1.87,0.63,true
58664,AAOI,-0.21,-0.02,-1.04,-2.29,1.58,0.58,0.34,true
58779,AAOI,1.59,-0.08,-1.78,-0.95,0.45,0.04,-1.36,false
58864,AAOI,-0.79,0.41,-0.33,-2.21,1.5,0.12,2.28,true
58892,AAOI,-1.32,1.17,-0.33,-2.21,1.5,0.12,2.28,true
58933,AAOI,0.24,-0.41,-0.33,-2.21,1.5,0.12,2.28,true
58961,AAOI,0.07,-0.93,-0.33,-2.21,1.5,0.12,2.28,true
59010,AAOI,-0.79,0.13,-0.71,-1.32,0.1,0.73,-1.39,false
59164,AAOI,0.54,0.47,-1.16,0.29,-0.66,-1.22,-1.04,false
59250,AAOI,0.83,1.45,-1.96,-1.28,1.26,0.76,-0.24,true
59270,AAOI,0.17,0.86,-1.96,-1.28,1.26,0.76,-0.24,true
59296,AAOI,-0.97,-0.19,-0.21,-0.05,1.56,-0.99,0.74,false
59353,AAOI,-0.17,1.02,-0.06,0.56,-0.54,-0.89,1.28,true
59420,AAOI,1.62,0.2,-0.06,0.56,-0.54,-0.89,1.28,true
59430,AAOI,0.67,-0.75,1.02,-2.62,-0.34,0.61,1.02,true
59545,AAOI,-3.08,-0.86,0.13,1.1,-0.74,0.95,-0.11,false
59546,AAOI,0.66,1.28,0.13,1.1,-0.74,0.95,-0.11,false
59567,AAOI,1.57,-1.91,0.13,1.1,-0.74,0.95,-0.11,false
59578,AAOI,-0.48,1.66,0.13,1.1,-0.74,0.95,-0.11,false
59596,AAOI,-0.51,-0.17,0.13,1.1,-0.74,0.95,-0.11,false
59630,AAOI,-2.16,0.73,0.13,1.1,-0.74,0.95,-0.11,false
59820,AAOI,-0.37,0.49,-0.83,-1.83,-0.17,-0.7,0.08,false
59991,AAOI,-0.12,-0.68,0.68,-1.07,0.07,-0.07,1.27,false
60010,AAOI,1.2,0.57,-0.55,0.76,-0.61,-0.62,0.54,false
60045,AAOI,-0.34,-0.21,-0.55,0.76,-0.61,-0.62,0.54,false
60119,AAOI,0.13,-1.15,-0.55,0.76,-0.61,-0.62,0.54,false
60141,AAOI,-1.47,-0.45,-0.55,0.76,-0.61,-0.62,0.54,false
60160,AAOI,-1.74,-2.2,-0.55,0.76,-0.61,-0.62,0.54,false
60321,AAOI,-0.65,-0.07,-0.55,0.76,-0.61,-0.62,0.54,false
60358,AAOI,0.54,0.21,-1.23,-0.32,-0.83,0.91,-0.73,true
60729,AAOI,-0.72,-0.58,2.83,1.09,-0.16,0.01,-1.68,false
60737,AAOI,-0.79,-0.25,2.83,1.09,-0.16,0.01,-1.68,false
60739,AAOI,-0.33,0.49,2.83,1.09,-0.16,0.01,-1.68,false
60832,AAOI,0.19,0.11,2.83,1.09,-0.16,0.01,-1.68,false
60888,AAOI,-0.63,0.23,2.83,1.09,-0.16,0.01,-1.68,false
61128,AAOI,2.29,-0.09,-1.68,-0.24,1.08,0.88,-1.37,true
61152,AAOI,0.21,-1.77,-1.68,-0.24,1.08,0.88,-1.37,true
61189,AAOI,-0.67,-0.39,-0.62,-1.62,-1.36,-0.47,-0.81,true
61279,AAOI,-0.87,2.34,-0.34,0.75,0.21,-1.01,0.22,false
61323,AAOI,-0.27,0.62,-0.34,0.75,0.21,-1.01,0.22,false
61455,AAOI,-0.54,0.89,0.41,-1.23,-2.16,-1.03,-0.59,false
61505,AAOI,-2.39,0.37,-0.58,0.89,-0.1,0.41,0.37,true
61622,AAOI,0.24,-0.07,-0.58,-1.57,-0.15,-0.3,-1.87,true
61654,AAOI,0.44,1.28,-0.58,-1.57,-0.15,-0.3,-1.87,true
61861,AAOI,-0.18,-0.36,0.9,0.76,-1.43,1.08,-1.14,true
62008,AAOI,-0.66,0.5,0.65,-0.43,1.15,0.58,0.29,false
62044,AAOI,0.58,1.39,-0.66,0.81,-0.09,0.41,2.11,false
62054,AAOI,0.1,1.34,-0.66,0.81,-0.09,0.41,2.11,false
62059,AAOI,-2.18,-0.4,-0.66,0.81,-0.09,0.41,2.11,false
62081,AAOI,0.51,2.3,-0.66,0.81,-0.09,0.41,2.11,false
62115,AAOI,-0.88,-0.25,-0.66,0.81,-0.09,0.41,2.11,false
62269,AAOI,0.18,1.8,2.39,0.0,-0.8,2.04,0.78,false
62309,AAOI,0.65,0.47,-0.38,-1.85,1.23,-0.21,0.4,false
62362,AAOI,-0.77,0.67,-0.38,-1.85,1.23,-0.21,0.4,false
62432,AAOI,-0.31,-0.61,0.38,0.89,0.47,1.1,1.74,false
62912,AAOI,-0.48,-0.37,-0.54,-1.36,-0.77,1.81,0.51,true
63008,AAOI,-0.79,1.74,-0.54,-1.36,-0.77,1.81,0.51,true
63090,AAOI,-1.48,-0.14,-0.54,-1.36,-0.77,1.81,0.51,true
63094,AAOI,-0.38,-0.42,-0.54,-1.36,-0.77,1.81,0.51,true
63224,AAOI,0.74,-2.01,1.14,-1.46,-0.37,1.15,1.78,true
63230,AAOI,0.93,1.54,1.14,-1.46,-0.37,1.15,1.78,true
63316,AAOI,-0.86,1.15,-1.02,-1.44,0.24,1.57,0.59,true
63366,AAOI,-0.23,-0.21,-1.02,-1.44,0.24,1.57,0.59,true
63430,AAOI,-0.34,1.15,-1.02,-1.44,0.24,1.57,0.59,true
63514,AAOI,-0.18,-0.06,0.69,-0.07,-1.19,0.61,0.86,true
63523,AAOI,-0.16,-2.29,-1.15,0.77,0.47,0.15,0.49,false
63534,AAOI,0.6,-0.3,-1.15,0.77,0.47,0.15,0.49,false
63558,AAOI,0.62,-2.55,-0.95,-0.59,-0.33,1.08,-0.72,true
63598,AAOI,-0.43,-1.41,-0.95,-0.59,-0.33,1.08,-0.72,true
63915,AAOI,0.4,2.2,-0.16,2.17,0.28,0.94,-0.16,true
63959,AAOI,0.82,0.53,-0.16,2.17,0.28,0.94,-0.16,true
63967,AAOI,0.0,1.3,-0.16,2.17,0.28,0.94,-0.16,true
63982,AAOI,1.86,1.53,-0.16,2.17,0.28,0.94,-0.16,true
64011,AAOI,-1.7,0.15,-0.16,2.17,0.28,0.94,-0.16,true
64053,AAOI,-1.07,0.03,1.49,0.96,1.82,-0.97,-0.52,true
64135,AAOI,-2.06,-1.63,-1.28,0.38,-0.78,0.23,-1.16,true
64302,AAOI,-0.83,-0.02,0.1,-1.36,0.3,-0.78,0.77,true
64322,AAOI,-0.64,-1.67,0.1,-1.36,0.3,-0.78,0.77,true
64381,AAOI,0.83,0.21,0.1,-1.36,0.3,-0.78,0.77,true
64403,AAOI,0.18,1.23,-0.04,1.43,0.12,0.55,-0.86,false
64469,AAOI,-1.52,0.9,-1.74,-0.31,0.79,0.4,0.03,false
64493,AAOI,0.45,0.06,-1.74,-0.31,0.79,0.4,0.03,false
64549,AAOI,-0.31,-0.47,-1.74,-0.31,0.79,0.4,0.03,false
64558,AAOI,-0.23,0.07,0.71,-0.01,0.26,1.28,0.15,false
64622,AAOI,0.29,-0.13,0.71,-0.01,0.26,1.28,0.15,false
64890,AAOI,0.68,1.36,-1.57,-0.49,0.93,-1.36,0.09,false
64894,AAOI,0.01,-1.41,-1.57,-0.49,0.93,-1.36,0.09,false
64905,AAOI,-2.48,0.6,-1.57,-0.49,0.93,-1.36,0.09,false
65011,AAOI,-0.35,0.76,0.94,0.95,0.31,-0.31,-0.04,false
65243,AAOI,0.01,0.39,0.96,1.45,0.51,0.59,0.53,false
65333,AAOI,0.74,0.44,0.14,-0.72,-0.85,-1.13,1.18,true
65418,AAOI,1.47,0.51,1.57,1.55,1.14,-1.96,-0.75,false
65468,AAOI,-1.41,-1.0,1.57,1.55,1.14,-1.96,-0.75,false
65486,AAOI,-2.31,0.36,1.57,1.55,1.14,-1.96,-0.75,false
65490,AAOI,1.07,-0.62,1.57,1.55,1.14,-1.96,-0.75,false
65591,AAOI,0.26,-1.05,0.97,-1.32,-0.18,1.4,-1.39,false
65600,AAOI,-0.13,0.05,0.97,-1.32,-0.18,1.4,-1.39,false
65674,AAOI,-1.73,-0.24,-0.88,0.43,-1.73,-0.61,-0.45,false
65835,AAOI,0.49,-0.86,-1.96,0.83,0.48,-0.14,0.44,true
65882,AAOI,-0.12,-0.02,-1.96,0.83,0.48,-0.14,0.44,true
65941,AAOI,0.09,-0.2,-1.96,0.83,0.48,-0.14,0.44,true
65997,AAOI,-0.28,-0.57,-0.54,0.81,0.18,1.13,-0.76,false
66306,AAOI,-0.15,-0.99,-1.51,1.07,-0.44,-0.76,0.46,true
66430,AAOI,0.81,2.36,-1.65,-0.49,1.89,-0.46,-1.4,false
66454,AAOI,-0.33,-0.36,-1.65,-0.49,1.89,-0.46,-1.4,false
66625,AAOI,0.57,-0.54,0.89,-1.63,1.72,1.33,0.46,false
66721,AAOI,0.23,1.03,0.57,0.84,-1.36,1.13,-1.44,true
66758,AAOI,0.51,0.19,0.57,0.84,-1.36,1.13,-1.44,true
66817,AAOI,-1.29,1.64,0.57,0.84,-1.36,1.13,-1.44,true
66817,AAOI,-2.62,-1.55,0.57,0.84,-1.36,1.13,-1.44,true
66940,AAOI,-0.02,-0.68,0.07,-1.21,0.34,1.56,1.98,true
66955,AAOI,1.55,-1.15,1.81,2.77,0.12,0.06,-1.56,false
67161,AAOI,0.53,0.32,0.74,-0.75,0.61,0.82,0.05,false
67244,AAOI,0.54,-0.51,-1.57,-1.03,0.08,-1.32,1.7,false
67571,AAOI,0.88,0.5,0.14,0.28,-1.05,-1.32,-1.39,false
67671,AAOI,1.11,1.03,0.14,0.28,-1.05,-1.32,-1.39,false
67719,AAOI,0.23,0.03,0.2,0.16,-0.33,0.28,-1.22,false
67729,AAOI,-0.82,-0.7,0.2,0.16,-0.33,0.28,-1.22,false
67894,AAOI,-0.56,0.78,0.68,-0.49,-1.61,-0.72,-0.9,false
67969,AAOI,0.81,-0.52,-0.84,-0.78,-0.84,0.46,-0.09,false
67977,AAOI,-1.79,0.63,-0.84,-0.78,-0.84,0.46,-0.09,false
68056,AAOI,-0.78,-0.52,-0.84,-0.78,-0.84,0.46,-0.09,false
68113,AAOI,-1.63,-0.67,0.77,-1.95,0.45,0.16,-0.72,false
68129,AAOI,-2.06,-0.41,0.77,-1.95,0.45,0.16,-0.72,false
68175,AAOI,-0.44,2.28,0.77,-1.95,0.45,0.16,-0.72,false
68310,AAOI,-0.05,0.15,0.35,1.12,-0.3,0.53,0.79,false
68459,AAOI,-0.69,0.42,0.35,1.12,-0.3,0.53,0.79,false
68634,AAOI,-0.87,-0.08,-0.86,0.8,-1.11,-1.34,-1.49,true
68780,AAOI,0.83,-0.65,0.49,-0.1,-1.12,0.99,0.31,false
68860,AAOI,-0.07,-0.63,-1.65,0.77,2.41,0.13,-1.53,true
68887,AAOI,0.28,-2.2,-1.09,-0.17,-1.09,-0.14,0.57,false
68935,AAOI,-0.67,0.37,-0.56,-1.71,1.3,-0.56,-0.72,true
69046,AAOI,1.26,0.64,0.7,-1.3,-0.02,-0.61,0.5,true
69146,AAOI,-0.29,0.26,1.1,-2.54,-0.05,0.46,0.31,true
69263,AAOI,0.03,-1.65,-0.29,-0.08,0.21,-0.57,-0.5,false
69390,AAOI,-0.61,0.43,0.81,-0.51,0.17,-1.08,-0.34,false
69510,AAOI,0.07,0.11,0.81,-0.51,0.17,-1.08,-0.34,false
69526,AAOI,-1.0,-0.21,0.81,-0.51,0.17,-1.08,-0.34,false
69598,AAOI,0.06,1.48,-0.85,-1.56,-0.62,-0.31,0.19,true
69696,AAOI,-1.96,1.18,-0.85,-1.56,-0.62,-0.31,0.19,true
70040,AAOI,1.54,1.01,2.7,-0.08,-1.54,1.95,1.38,false
70126,AAOI,0.19,-1.05,2.7,-0.08,-1.54,1.95,1.38,false
70321,AAOI,1.29,-2.01,1.86,1.02,-0.45,-0.34,1.09,true
70350,AAOI,1.33,-0.75,1.86,1.02,-0.45,-0.34,1.09,true
70390,AAOI,-0.61,-0.32,1.86,1.02,-0.45,-0.34,1.09,true
70396,AAOI,-0.07,-0.49,1.86,1.02,-0.45,-0.34,1.09,true
70441,AAOI,-0.2,-0.86,1.86,1.02,-0.45,-0.34,1.09,true
70463,AAOI,-0.49,-0.39,1.86,1.02,-0.45,-0.34,1.09,true
70640,AAOI,-0.8,0.39,1.0,1.6,-1.05,-0.59,0.7,true
70664,AAOI,0.51,0.6,0.3,0.17,0.87,1.45,1.26,false
70707,AAOI,-0.46,0.17,0.3,0.17,0.87,1.45,1.26,false
70819,AAOI,3.59,-0.89,1.09,-0.12,0.25,0.7,-0.9,false
70823,AAOI,-0.36,-1.26,1.09,-0.12,0.25,0.7,-0.9,false
71002,AAOI,-0.65,-1.3,-1.04,-0.04,-0.08,-0.8,0.7,true
71205,AAOI,-1.03,1.04,1.58,-0.02,0.37,-2.05,-0.38,true
71279,AAOI,-0.05,-1.24,-0.48,-0.98,1.35,-0.15,0.13,true
71331,AAOI,-0.76,1.63,-0.48,-0.98,1.35,-0.15,0.13,true
71344,AAOI,-0.47,0.51,-0.48,-0.98,1.35,-0.15,0.13,true
71480,AAOI,-0.47,-0.2,-0.02,0.6,-0.35,0.56,-0.2,true
71840,AAOI,-0.57,-0.05,1.36,-0.4,-0.09,-2.47,0.26,false
71987,AAOI,0.71,-0.33,0.76,-0.02,0.38,-0.99,0.04,true
72297,AAOI,1.15,0.14,-2.86,-1.55,-0.07,-0.73,-0.89,false
72473,AAOI,-0.52,-0.58,-0.13,-0.36,1.5,-0.68,1.58,false
72499,AAOI,0.63,2.34,-0.13,-0.36,1.5,-0.68,1.58,false
72542,AAOI,-1.06,0.67,-0.13,-0.36,1.5,-0.68,1.58,false
72625,AAOI,0.0,0.85,-0.16,-1.32,-0.65,0.65,-2.11,false
72659,AAOI,-0.05,0.17,-0.16,-1.32,-0.65,0.65,-2.11,false
72717,AAOI,-0.01,0.2,-0.18,-0.51,-0.06,0.91,1.56,false
72784,AAOI,-0.27,-1.34,-0.18,-0.51,-0.06,0.91,1.56,false
72862,AAOI,-0.69,0.25,-0.18,-0.51,-0.06,0.91,1.56,false
72953,AAOI,-2.29,-1.64,-0.18,-0.51,-0.06,0.91,1.56,false
73032,AAOI,-0.09,1.24,0.48,0.22,1.24,-0.39,-1.12,true
73101,AAOI,0.27,-0.19,0.48,0.22,1.24,-0.39,-1.12,true
73368,AAOI,-1.14,0.22,1.26,1.69,0.29,-0.46,0.16,true
73434,AAOI,-0.01,-0.89,1.25,-0.85,0.3,-0.8,-0.9,false
73577,AAOI,-0.15,-0.87,0.25,-0.61,-0.43,0.16,1.45,false
73629,AAOI,0.61,0.12,0.25,-0.61,-0.43,0.16,1.45,false
73665,AAOI,-0.8,0.57,0.25,-0.61,-0.43,0.16,1.45,false
73878,AAOI,-0.5,-0.39,1.17,1.33,-0.25,0.92,0.43,true
48670,ZU,-0.45,0.43,-0.26,-1.12,-0.04,-0.7,0.35,false
48816,ZU,0.72,1.39,2.02,-0.57,0.23,0.5,-0.35,true
48849,ZU,-0.22,0.63,-0.46,0.22,1.37,-0.59,-0.1,false
48861,ZU,-1.45,-1.33,-0.46,0.22,1.37,-0.59,-0.1,false
48892,ZU,0.15,0.15,-0.46,0.22,1.37,-0.59,-0.1,false
48959,ZU,-0.74,0.56,-0.29,0.62,0.21,1.2,0.58,false
49385,ZU,1.34,-1.43,0.27,0.3,-0.97,0.79,-1.82,false
49392,ZU,1.16,0.66,2.31,1.26,1.85,1.43,2.63,true
49473,ZU,-0.34,-1.56,2.31,1.26,1.85,1.43,2.63,true
49518,ZU,0.22,0.01,2.31,1.26,1.85,1.43,2.63,true
49529,ZU,-1.01,1.25,2.31,1.26,1.85,1.43,2.63,true
49626,ZU,-2.0,-0.1,1.32,-0.59,0.6,-0.71,-0.11,true
49682,ZU,-0.97,1.19,1.32,-0.59,0.6,-0.71,-0.11,true
49783,ZU,1.22,-0.21,0.72,-0.51,0.36,0.81,1.41,true
49839,ZU,-1.47,2.06,0.72,-0.51,0.36,0.81,1.41,true
49868,ZU,-0.45,0.38,0.72,-0.51,0.36,0.81,1.41,true
49891,ZU,1.32,-1.63,0.7,1.1,0.13,-0.23,-0.52,false
49931,ZU,-0.63,-0.31,0.25,1.31,-0.01,0.04,-0.08,false
49976,ZU,0.19,-0.87,0.25,1.31,-0.01,0.04,-0.08,false
50018,ZU,-1.46,0.27,0.25,1.31,-0.01,0.04,-0.08,false
50073,ZU,0.23,0.88,-0.56,0.79,-0.21,-1.06,1.06,true
50090,ZU,0.21,1.22,-0.56,0.79,-0.21,-1.06,1.06,true
50239,ZU,-0.03,0.22,0.97,0.36,0.22,-0.12,-0.4,false
50349,ZU,0.48,-0.07,1.09,0.58,0.27,1.24,-0.49,false
50463,ZU,0.62,-0.54,-0.8,-1.48,-0.19,-0.66,0.58,true
50501,ZU,0.69,-3.48,-0.8,-1.48,-0.19,-0.66,0.58,true
50505,ZU,-0.33,0.46,-0.8,-1.48,-0.19,-0.66,0.58,true
50534,ZU,-1.03,0.71,-0.8,-1.48,-0.19,-0.66,0.58,true
